compound	type	feature	score
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
AZD5363	perturbation	AKT1	-1
AZD5363	perturbation	AKT2	-1
AZD5363	perturbation	AKT3	-1
AZD5363	perturbation	ROCK1	-1
AZD5363	perturbation	ROCK2	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BAFETINIB	perturbation	ABL1	-1
BAFETINIB	perturbation	LYN	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
BOSUTINIB	perturbation	ABL1	-1
BOSUTINIB	perturbation	SRC	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
CABOZANTINIB	perturbation	FLT3	-1
CABOZANTINIB	perturbation	FLT4	-1
CABOZANTINIB	perturbation	KDR	-1
CABOZANTINIB	perturbation	KIT	-1
CABOZANTINIB	perturbation	MET	-1
CABOZANTINIB	perturbation	RET	-1
CABOZANTINIB	perturbation	TEK	-1
CABOZANTINIB	perturbation	AXL	-1
CABOZANTINIB	perturbation	FLT1	-1
